Observation Number,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
23286,16 06 2018 16:30,3602.896973,15.48029995,3600,138.0511017
23287,16 06 2018 16:40,3602.698975,15.58444023,3600,136.4427032
23288,16 06 2018 16:50,3570.019043,12.86260033,3596.399477,129.2503052
23289,16 06 2018 17:00,1879.509033,12.05609989,3530.405376,126.0957031
23290,16 06 2018 17:10,2741.906982,11.09189987,3303.932997,128.8000946
23291,16 06 2018 17:20,2546.085938,10.01226997,2799.707558,142.9141998
23292,16 06 2018 17:30,2847.298096,11.03979969,3286.313746,150.8544006
23293,16 06 2018 17:40,1735.740967,9.066596031,2187.008373,146.9468994
23294,16 06 2018 17:50,592.7869263,5.956552982,610.4315786,136.5912018
23295,16 06 2018 18:00,9.812464714,3.352539063,37.22395325,5.382730007
23296,16 06 2018 18:10,111.7996979,4.238666058,168.637834,325.7507019
23297,16 06 2018 18:20,147.7702942,4.484582901,218.7435324,274.781189
23298,16 06 2018 18:30,3.800551891,1.956117988,0,272.6205139
23299,16 06 2018 18:40,21.14834023,3.254735947,29.34278249,284.5003967
23300,16 06 2018 18:50,26.09676933,3.310493946,33.64832552,331.9190063
23301,16 06 2018 19:00,0,2.615104914,0,331.5761108
23302,16 06 2018 19:10,7.660558224,3.6222229,66.88403983,312.1824951
23303,16 06 2018 19:20,0.154133201,2.734646082,0,326.1358948
23304,16 06 2018 19:30,0,2.27696991,0,26.40914917
23305,16 06 2018 19:40,0,3.210093021,26.2541029,47.6801796
23306,16 06 2018 19:50,53.9224205,3.929075003,114.7848289,64.90457916
23307,16 06 2018 20:00,6.298222065,2.431977987,0,90.70008087
23308,16 06 2018 20:10,0,1.282407045,0,99.17304993
23309,16 06 2018 20:20,0,1.997009039,0,114.7350998
23310,16 06 2018 20:30,0,1.786605954,0,117.2218018
23311,16 06 2018 20:40,0,1.310258031,0,108.4552002
23312,16 06 2018 20:50,0,0.762146175,0,178.4196014
23313,16 06 2018 21:00,0,0.916666389,0,236.4674072
23314,16 06 2018 21:10,0,1.531857967,0,39.64300919
23315,16 06 2018 21:20,0,2.18657589,0,279.6285095
23316,16 06 2018 21:30,0,2.001527071,0,263.0163879
23317,16 06 2018 21:40,0,2.687952042,0,261.1239014
23318,16 06 2018 21:50,0,2.332314968,0,250.3401947
23319,16 06 2018 22:00,0,1.067916989,0,225.5578003
23320,16 06 2018 22:10,0,0.968505621,0,251.2017975
23321,16 06 2018 22:20,0,1.886029005,0,289.1693115
23322,16 06 2018 22:30,0,1.728970051,0,281.626709
23323,16 06 2018 22:40,0,1.275303006,0,287.7622986
23324,16 06 2018 22:50,0,2.373050928,0,321.5935974
23325,16 06 2018 23:00,0,2.084419966,0,326.9389954
23326,16 06 2018 23:10,0,2.468748093,0,309.7261047
23327,16 06 2018 23:20,0,2.23683691,0,286.2138977
23328,16 06 2018 23:30,0,2.826960087,0,270.1557007
23329,16 06 2018 23:40,0,3.098639965,19.9348663,272.0848999
23330,16 06 2018 23:50,0,3.495249987,51.46980351,264.2849121
23331,17 06 2018 00:00,8.487272263,4.212348938,163.4690741,251.7527008
23332,17 06 2018 00:10,32.17737961,3.457890034,47.42554372,239.8276062
23333,17 06 2018 00:20,154.8937988,4.493473053,220.6194425,258.5614929
23334,17 06 2018 00:30,134.9181061,4.239293098,168.7614206,286.0020142
23335,17 06 2018 00:40,0.462265998,2.89248395,0,302.2668152
23336,17 06 2018 00:50,0,2.010998964,0,319.6669006
23337,17 06 2018 01:00,0,3.322007895,34.59937935,268.189209
23338,17 06 2018 01:10,2.120068073,3.02017498,16.67816175,255.7243042
23339,17 06 2018 01:20,-0.628802896,2.935404062,0,253.0713043
23340,17 06 2018 01:30,0,2.62364006,0,253.6282043
23341,17 06 2018 01:40,18.07811928,3.706513882,78.54139341,258.9119873
23342,17 06 2018 01:50,152.6307983,4.50440979,222.9336874,252.7041931
23343,17 06 2018 02:00,138.4105072,4.407677174,202.7095896,268.0284119
23344,17 06 2018 02:10,114.7310028,4.208457947,162.7078712,269.7170105
23345,17 06 2018 02:20,89.39916229,4.024116039,127.4903982,276.3518066
23346,17 06 2018 02:30,163.3426056,4.572752953,237.5598868,266.0288086
23347,17 06 2018 02:40,212.2449036,4.858622074,302.0122148,266.6513977
23348,17 06 2018 02:50,144.4210052,4.421822071,205.6328825,252.3694
23349,17 06 2018 03:00,164.7371979,4.445143223,210.4777731,251.9073944
23350,17 06 2018 03:10,149.8970032,4.49718523,221.404146,232.9533997
23351,17 06 2018 03:20,105.9298019,3.960237026,120.4919966,233.9638977
23352,17 06 2018 03:30,41.95949936,3.531300068,55.58398315,244.9902039
23353,17 06 2018 03:40,62.81996918,3.653634071,71.09529022,238.0688934
23354,17 06 2018 03:50,35.33721924,3.364500046,38.29282413,222.5422058
23355,17 06 2018 04:00,10.15530014,2.996073008,0,244.8650055
23356,17 06 2018 04:10,24.22168922,3.332290888,35.46668714,254.1822052
23357,17 06 2018 04:20,67.27754974,3.991611004,126.3949428,253.1018982
23358,17 06 2018 04:30,249.2917023,4.980351925,331.1873499,258.8258057
23359,17 06 2018 04:40,285.6965027,5.270780087,405.4134603,252.5462952
23360,17 06 2018 04:50,262.6029968,5.040834904,346.0951092,253.1824036
23361,17 06 2018 05:00,45.63896942,3.45459199,47.07925382,263.5848083
23362,17 06 2018 05:10,73.88651276,3.774178028,88.72182644,262.1747131
23363,17 06 2018 05:20,95.4620285,3.938421965,116.4803656,254.9398041
23364,17 06 2018 05:30,9.645407677,3.006280899,16.20414474,255.1322937
23365,17 06 2018 05:40,0,3.153938055,22.82177174,263.2980042
23366,17 06 2018 05:50,0,2.141916037,0,284.5257874
23367,17 06 2018 06:00,0,2.857332945,0,313.2127075
23368,17 06 2018 06:10,95.23396301,4.825592995,294.2811948,286.5407104
23369,17 06 2018 06:20,496.0975952,6.136481762,671.0054737,260.4833984
23370,17 06 2018 06:30,608.8353882,6.37976408,759.7561875,253.2153015
23371,17 06 2018 06:40,264.5570984,4.823628902,293.8238969,288.221405
23372,17 06 2018 06:50,21.95097923,3.333210945,35.54511296,307.4523926
23373,17 06 2018 07:00,0,2.779177904,0,319.6311035
23374,17 06 2018 07:10,0,1.884745955,0,327.8692017
23375,17 06 2018 07:20,0,1.655491948,0,309.3370972
23376,17 06 2018 07:30,0,1.573922038,0,322.8039856
23377,17 06 2018 07:40,0,2.292267084,0,345.6813049
23378,17 06 2018 07:50,0,2.672131062,0,356.6976013
23379,17 06 2018 08:00,0,2.436999083,0,346.243988
23380,17 06 2018 08:10,0,3.311475992,33.72861525,2.281337023
23381,17 06 2018 08:20,57.91329956,4.056706905,133.6002617,2.571451902
23382,17 06 2018 08:30,221.4414978,4.937125206,320.7022511,359.7647095
23383,17 06 2018 08:40,68.93054199,3.68464303,75.40746327,2.110203981
23384,17 06 2018 08:50,0,2.497009993,0,358.9348145
23385,17 06 2018 09:00,0,2.804240942,0,346.5964966
23386,17 06 2018 09:10,0,2.144068003,0,339.2213135
23387,17 06 2018 09:20,0,1.534631968,0,351.5275879
23388,17 06 2018 09:30,0,2.165143013,0,345.3218079
23389,17 06 2018 09:40,0,2.590754032,0,15.92722034
23390,17 06 2018 09:50,0,2.752373934,0,19.10045052
23391,17 06 2018 10:00,64.49703979,4.13468504,148.4185449,8.401299477
23392,17 06 2018 10:10,150.9819031,4.378449917,196.7053161,359.0586853
23393,17 06 2018 10:20,125.0353012,4.013717175,125.5509662,341.626709
23394,17 06 2018 10:30,168.5108032,4.322043896,185.2524136,331.8995972
23395,17 06 2018 10:40,28.55661964,3.23989296,28.28046527,327.8261108
23396,17 06 2018 10:50,12.70917034,2.948082924,0,334.8529053
23397,17 06 2018 11:00,123.6791992,3.964276075,121.2431024,338.3634949
23398,17 06 2018 11:10,123.1957016,4.380095005,197.0419928,12.89004993
23399,17 06 2018 11:20,0,5.31159687,416.3995643,24.8380909
23400,17 06 2018 11:30,0,4.147646904,150.9097684,38.01776886
23401,17 06 2018 11:40,0,2.887851,0,34.40024185
23402,17 06 2018 11:50,0,2.465837955,0,43.32003021
23403,17 06 2018 12:00,0,2.258193016,0,36.58678818
23404,17 06 2018 12:10,0,2.442373991,0,45.97536087
23405,17 06 2018 12:20,0,1.972162008,0,29.05703926
23406,17 06 2018 12:30,0,1.972712994,0,86.35652924
23407,17 06 2018 12:40,0,1.677117944,0,83.92664337
23408,17 06 2018 12:50,0,0.621661425,0,350.269989
23409,17 06 2018 13:00,0,1.548400044,0,206.6217041
23410,17 06 2018 13:10,0,1.328850985,0,179.9866943
23411,17 06 2018 13:20,0,1.137230992,0,322.5993042
23412,17 06 2018 13:30,0,1.689815044,0,276.2395935
23413,17 06 2018 13:40,0,1.50238502,0,305.5911865
23414,17 06 2018 13:50,0,2.086154938,0,322.3518982
23415,17 06 2018 14:00,0,1.473701954,0,332.8163147
23416,17 06 2018 14:10,0,2.128633976,0,357.3493042
23417,17 06 2018 14:20,0,1.782209039,0,332.2242126
23418,17 06 2018 14:30,0,2.719657898,0,315.4359131
23419,17 06 2018 14:40,0,2.170274019,0,291.9760132
23420,17 06 2018 14:50,0,2.379434109,0,316.0109863
23421,17 06 2018 15:00,0,2.909746885,0,295.9216919
23422,17 06 2018 15:10,0,2.217680931,0,341.885498
23423,17 06 2018 15:20,0,1.529571056,0,325.0054932
23424,17 06 2018 15:30,0,1.493324041,0,316.3283081
23425,17 06 2018 15:40,0,1.784144998,0,332.874115
23426,17 06 2018 15:50,0,1.887119055,0,322.4118958
23427,17 06 2018 16:00,0,2.390850067,0,333.7554932
23428,17 06 2018 16:10,0,2.457672119,0,338.512207
23429,17 06 2018 16:20,0,3.428066969,44.3574494,342.2134094
23430,17 06 2018 16:30,75.27194977,4.093272209,140.5131994,334.9623108
23431,17 06 2018 16:40,33.67776871,3.573307037,60.64030192,347.1933899
23432,17 06 2018 16:50,35.45555115,3.695739031,76.98787291,340.5415955
23433,17 06 2018 17:00,55.47177887,3.862215042,103.0640637,340.9963074
23434,17 06 2018 17:10,1.47013402,2.936350107,0,356.8364868
23435,17 06 2018 17:20,0,2.535742044,0,350.9478149
23436,17 06 2018 17:30,0,3.302484989,32.99929315,352.4926147
23437,17 06 2018 17:40,62.3670311,4.005715847,124.0619582,356.7930908
23438,17 06 2018 17:50,67.06359863,3.906630993,110.7705724,358.8785095
23439,17 06 2018 18:00,10.90592003,3.281426907,31.34174931,10.84803963
23440,17 06 2018 18:10,0,3.194242954,25.23420056,31.36763954
23441,17 06 2018 18:20,0,3.233966112,27.86612692,26.90313911
23442,17 06 2018 18:30,0,3.171334028,23.83111684,20.8440609
23443,17 06 2018 18:40,0,2.642060995,0,15.44960022
23444,17 06 2018 18:50,0,3.016046047,16.53407156,19.62776947
23445,17 06 2018 19:00,0,2.64497304,0,359.3597107
23446,17 06 2018 19:10,0,2.936805964,0,352.5990906
23447,17 06 2018 19:20,0,2.716305971,0,355.6412048
23448,17 06 2018 19:30,0,2.647495985,0,350.9176025
23449,17 06 2018 19:40,4.656146049,3.624916077,67.23892268,316.9801025
23450,17 06 2018 19:50,2.347470045,3.21517396,26.58955335,327.3523865
23451,17 06 2018 20:00,0,2.947020054,0,322.401886
23452,17 06 2018 20:10,0,3.391139984,40.75571847,322.6123962
23453,17 06 2018 20:20,0,2.641613007,0,333.5422974
23454,17 06 2018 20:30,0,2.008819103,0,327.9385986
23455,17 06 2018 20:40,0,2.570497036,0,316.9002075
23456,17 06 2018 20:50,0,2.714936972,0,316.1017151
23457,17 06 2018 21:00,0,2.677566051,0,317.1242981
23458,17 06 2018 21:10,0,2.957751036,0,334.4161987
23459,17 06 2018 21:20,0,2.498562098,0,337.8096924
23460,17 06 2018 21:30,0,2.511707067,0,340.4946899
23461,17 06 2018 21:40,0,2.902448893,0,344.0296936
23462,17 06 2018 21:50,0,2.72659111,0,343.134491
23463,17 06 2018 22:00,0,2.869184017,0,330.8471069
23464,17 06 2018 22:10,0,2.282985926,0,325.6954041
23465,17 06 2018 22:20,0,1.771687031,0,340.4277039
23466,17 06 2018 22:30,0,1.22556603,0,359.3020935
23467,17 06 2018 22:40,0,1.237177014,0,334.8125916
23468,17 06 2018 22:50,0,1.587586045,0,346.7709045
23469,17 06 2018 23:00,0,1.697679996,0,329.7637024
23470,17 06 2018 23:10,0,2.464061975,0,344.2167053
23471,17 06 2018 23:20,0,3.090085983,19.53199022,340.3638916
23472,17 06 2018 23:30,0,2.839744091,0,335.4030151
23473,17 06 2018 23:40,0,2.640621901,0,330.2251892
23474,17 06 2018 23:50,0,3.309642076,33.57880369,332.7756042
23475,18 06 2018 00:00,0,3.305421114,33.2360402,341.0056152
23476,18 06 2018 00:10,0,2.997031927,0,346.3753052
23477,18 06 2018 00:20,0,2.9155581,0,350.9036865
23478,18 06 2018 00:30,0,2.613667965,0,349.5773926
23479,18 06 2018 00:40,0,2.266927004,0,355.9674072
23480,18 06 2018 00:50,0,2.502229929,0,355.6803894
23481,18 06 2018 01:00,0,3.277779102,31.06182965,355.3537903
23482,18 06 2018 01:10,0,3.072418928,18.73696579,356.7897034
23483,18 06 2018 01:20,0,3.285164118,31.6307377,350.0823059
23484,18 06 2018 01:30,0,2.869004011,0,357.129303
23485,18 06 2018 01:40,0,2.695077896,0,1.19511497
23486,18 06 2018 01:50,0,2.215449095,0,3.916984081
23487,18 06 2018 02:00,0,2.105195045,0,359.5798035
23488,18 06 2018 02:10,0,1.530581951,0,334.1895142
23489,18 06 2018 02:20,0,1.328533053,0,310.7531128
23490,18 06 2018 02:30,0,1.335651994,0,271.5109863
23491,18 06 2018 02:40,0,1.395007014,0,292.0210876
23492,18 06 2018 02:50,0,1.782266021,0,338.3016968
23493,18 06 2018 03:00,0,1.643051982,0,294.2941895
23494,18 06 2018 03:10,0,1.915667057,0,306.3540039
23495,18 06 2018 03:20,0,1.734668016,0,335.9689026
23496,18 06 2018 03:30,0,2.020008087,0,324.4085083
23497,18 06 2018 03:40,0,1.569780946,0,316.5625
23498,18 06 2018 03:50,0,1.360831976,0,326.4776917
23499,18 06 2018 04:00,0,1.168079019,0,330.6022034
23500,18 06 2018 04:10,0,1.172562957,0,331.1997986
23501,18 06 2018 04:20,0,1.442734957,0,328.1932068
23502,18 06 2018 04:30,0,1.450598001,0,330.3316956
23503,18 06 2018 04:40,0,1.20878005,0,334.6271057
23504,18 06 2018 04:50,0,1.995054007,0,288.085907
23505,18 06 2018 05:00,0,1.621397972,0,302.6299133
23506,18 06 2018 05:10,0,1.962275028,0,289.8045959
23507,18 06 2018 05:20,0,2.070504904,0,289.3537903
23508,18 06 2018 05:30,0,1.386644959,0,318.0310059
23509,18 06 2018 05:40,0,1.645051956,0,321.9353027
23510,18 06 2018 05:50,0,2.097615004,0,327.7502136
23511,18 06 2018 06:00,0,2.160516024,0,313.667511
23512,18 06 2018 06:10,0,2.851893902,0,293.5458069
23513,18 06 2018 06:20,0,2.680419922,0,289.8294067
23514,18 06 2018 06:30,0,3.277093887,31.00948619,289.3323059
23515,18 06 2018 06:40,0,2.290394068,0,302.438385
23516,18 06 2018 06:50,0,2.196923971,0,301.6225891
23517,18 06 2018 07:00,0,2.142911911,0,293.6908875
23518,18 06 2018 07:10,0,2.205264091,0,315.2367859
23519,18 06 2018 07:20,0,3.232611895,27.77224411,322.1459961
23520,18 06 2018 07:30,0,1.868136048,0,307.5169067
23521,18 06 2018 07:40,0,2.626383066,0,329.7156982
23522,18 06 2018 07:50,0,1.769636035,0,321.6362
23523,18 06 2018 08:00,0,2.185715914,0,325.8435974
23524,18 06 2018 08:10,0,2.353198051,0,316.5407104
23525,18 06 2018 08:20,0,2.287751913,0,306.7638855
23526,18 06 2018 08:30,0,1.845556021,0,311.0014954
23527,18 06 2018 08:40,0,1.68166697,0,312.0542908
23528,18 06 2018 08:50,0,2.143752098,0,311.2518005
23529,18 06 2018 09:00,0,2.445125103,0,323.1474915
23530,18 06 2018 09:10,0,1.822190046,0,316.2915039
23531,18 06 2018 09:20,0,3.097490072,19.88002745,336.2886047
23532,18 06 2018 09:30,0,2.937227964,0,345.6568909
23533,18 06 2018 09:40,0,3.433012009,44.85633625,343.0331116
23534,18 06 2018 09:50,0,2.41950798,0,356.7206116
23535,18 06 2018 10:00,0,2.415250063,0,2.490488052
23536,18 06 2018 10:10,0,2.977610111,0,340.8352966
23537,18 06 2018 10:20,0,2.066236019,0,351.0195007
23538,18 06 2018 10:30,0,3.004110098,16.13287456,348.9653931
23539,18 06 2018 10:40,0,2.931534052,0,344.821991
23540,18 06 2018 10:50,0,2.724939108,0,345.9789124
23541,18 06 2018 11:00,0,2.753647089,0,341.6246033
23542,18 06 2018 11:10,0,2.408960104,0,356.2131042
23543,18 06 2018 11:20,0,3.024815083,16.84334571,1.247637033
23544,18 06 2018 11:30,0,2.76762104,0,335.2575989
23545,18 06 2018 11:40,50.71620178,4.335192204,187.9064436,323.6300964
23546,18 06 2018 11:50,42.47468185,3.516134977,53.82794446,336.7138977
23547,18 06 2018 12:00,102.1966019,3.835824013,98.63451083,333.4442139
23548,18 06 2018 12:10,110.8963013,4.12066412,145.732911,323.3200989
23549,18 06 2018 12:20,66.13699341,3.645121098,69.93837356,325.8947144
23550,18 06 2018 12:30,84.68982697,3.788172007,90.91871317,331.7939148
23551,18 06 2018 12:40,145.8280029,4.328674793,186.5897045,336.4602966
23552,18 06 2018 12:50,82.15602875,3.632823944,68.28765775,335.1925049
23553,18 06 2018 13:00,26.53430939,3.362449884,38.1079898,356.3803101
23554,18 06 2018 13:10,4.120196819,3.030550957,17.05229949,2.306179047
23555,18 06 2018 13:20,87.22853088,3.849831104,100.9716278,14.08216953
23556,18 06 2018 13:30,223.7185059,4.767099857,280.7776449,18.63207054
23557,18 06 2018 13:40,131.5868988,4.191627026,159.4240146,16.12430954
23558,18 06 2018 13:50,113.7654037,4.048070908,131.9765635,14.82021999
23559,18 06 2018 14:00,267.6184082,4.87093401,304.9139224,14.60962963
23560,18 06 2018 14:10,390.1319885,5.438775063,451.558668,11.95271969
23561,18 06 2018 14:20,436.1075134,5.784009933,554.533131,14.0942297
23562,18 06 2018 14:30,341.6802063,5.35343504,427.8092529,7.638506889
23563,18 06 2018 14:40,409.6488037,5.555679798,485.1607205,4.676546097
23564,18 06 2018 14:50,366.541687,5.380673885,435.3195553,12.44775009
23565,18 06 2018 15:00,424.4385071,5.629090786,506.91322,11.55125999
23566,18 06 2018 15:10,355.8580933,5.334299088,422.5718626,11.13516998
23567,18 06 2018 15:20,290.6126099,5.091316223,358.7539011,6.764027119
23568,18 06 2018 15:30,288.9653931,5.073215008,354.1918908,1.209404945
23569,18 06 2018 15:40,295.3814087,5.104255199,362.0307213,2.603104115
23570,18 06 2018 15:50,216.0702972,4.759444237,279.0277855,353.2442017
23571,18 06 2018 16:00,208.7404022,4.73226881,272.8484754,355.3692017
23572,18 06 2018 16:10,100.1866989,4.037557125,130.0043956,2.354074001
23573,18 06 2018 16:20,99.13291931,4.083943844,138.7436971,6.098052979
23574,18 06 2018 16:30,187.9734039,4.695930004,264.6632483,1.932865024
23575,18 06 2018 16:40,189.1820984,4.687991142,262.88674,3.443499088
23576,18 06 2018 16:50,380.0664063,5.529729843,477.5930175,6.929321766
23577,18 06 2018 17:00,362.663208,5.462314129,458.2239349,8.251205444
23578,18 06 2018 17:10,513.8428955,6.046675205,639.8471468,8.408026695
23579,18 06 2018 17:20,560.6829834,6.183537006,687.6754523,2.661737919
23580,18 06 2018 17:30,642.3096924,6.435066223,780.8244248,356.825592
23581,18 06 2018 17:40,590.1016846,6.279481888,722.4005457,358.9555969
23582,18 06 2018 17:50,498.9462891,5.888381004,587.9758811,358.0990906
23583,18 06 2018 18:00,348.7159119,5.528748035,477.3079285,1.767323971
23584,18 06 2018 18:10,321.8526001,5.411971092,444.0296469,1.135442019
23585,18 06 2018 18:20,593.2241211,6.321817875,738.0381171,3.237751961
23586,18 06 2018 18:30,468.7987061,5.859800816,578.7066009,11.13177967
23587,18 06 2018 18:40,563.4224243,6.137764931,671.4569134,13.37234974
23588,18 06 2018 18:50,357.2948914,5.236122131,396.1958672,18.79277992
23589,18 06 2018 19:00,659.5391235,6.393877983,765.1013384,18.51556969
23590,18 06 2018 19:10,768.0233154,6.711954117,891.4283989,15.83903027
23591,18 06 2018 19:20,911.1577148,7.157769203,1088.621354,10.8810997
23592,18 06 2018 19:30,872.1143188,6.972017765,1003.44179,13.69398975
23593,18 06 2018 19:40,707.3712769,6.531736851,818.4611546,20.61167908
23594,18 06 2018 19:50,756.1317749,6.732309818,899.9045265,21.56543922
23595,18 06 2018 20:00,630.7689819,6.308756828,733.1931333,22.35444069
23596,18 06 2018 20:10,515.7285156,5.875001907,583.6261266,18.10700035
23597,18 06 2018 20:20,529.5900879,6.070582867,648.0577289,20.53199959
23598,18 06 2018 20:30,432.1462097,5.69506216,526.9028994,24.33110046
23599,18 06 2018 20:40,395.8190002,5.603180885,499.1773196,30.15325928
23600,18 06 2018 20:50,395.5053101,5.666162968,518.0942039,29.92085075
23601,18 06 2018 21:00,270.1539001,5.050037861,348.3880553,33.32373047
23602,18 06 2018 21:10,232.4506989,4.83777523,297.1236518,29.37380981
23603,18 06 2018 21:20,121.3593979,4.131844044,147.8736026,28.66308022
23604,18 06 2018 21:30,35.36426926,3.614614964,65.8878031,26.03786087
23605,18 06 2018 21:40,0.354866594,2.962940931,0,18.99276924
23606,18 06 2018 21:50,0,3.373425961,39.10538658,11.79568005
23607,18 06 2018 22:00,0,3.016585112,16.55272885,15.46148968
23608,18 06 2018 22:10,0,2.937119007,0,10.71905041
23609,18 06 2018 22:20,0,3.160674095,23.20686423,10.41003036
23610,18 06 2018 22:30,0,3.222630978,27.08935546,1.911592007
23611,18 06 2018 22:40,0,3.570276022,60.266012,3.167395115
23612,18 06 2018 22:50,16.88402939,3.240773916,28.34253162,0.99573952
23613,18 06 2018 23:00,56.34360886,3.757173061,86.09442155,351.1149902
23614,18 06 2018 23:10,92.66162872,3.94182992,117.1020453,354.5078125
23615,18 06 2018 23:20,180.3361969,4.390676975,199.2112925,18.85368919
23616,18 06 2018 23:30,160.8694,4.413484097,203.9083066,356.7546997
23617,18 06 2018 23:40,289.3930054,5.098639965,360.6070253,356.2479858
23618,18 06 2018 23:50,188.8692932,4.586918831,240.6276305,354.9844055
23619,19 06 2018 00:00,108.2385025,4.075028896,137.0564132,14.55663013
23620,19 06 2018 00:10,197.4062958,4.61312294,246.3356329,20.5384407
23621,19 06 2018 00:20,82.2080307,3.886082888,107.1660831,27.94327927
23622,19 06 2018 00:30,168.0348053,4.476200104,216.9789878,29.32525063
23623,19 06 2018 00:40,332.6205139,5.099090099,360.721061,36.65869904
23624,19 06 2018 00:50,368.6737061,5.684357166,523.6304087,28.08279991
23625,19 06 2018 01:00,265.5141907,5.107573986,362.873348,30.55237007
23626,19 06 2018 01:10,308.4342041,5.27716589,407.1228778,21.98000908
23627,19 06 2018 01:20,534.953125,6.062099934,645.137454,26.22979927
23628,19 06 2018 01:30,375.7757874,5.434288979,450.294072,32.97883987
23629,19 06 2018 01:40,439.1752014,5.686779022,524.3697808,13.38047028
23630,19 06 2018 01:50,478.637207,5.842844963,573.2473984,4.251256943
23631,19 06 2018 02:00,850.2550049,6.64030695,861.9762006,358.2036133
23632,19 06 2018 02:10,960.503418,7.078402042,1051.676461,4.021337986
23633,19 06 2018 02:20,597.755188,6.051423073,641.4728416,10.0291996
23634,19 06 2018 02:30,787.5689697,6.302877903,731.0183683,13.57301044
23635,19 06 2018 02:40,429.6000061,5.311833858,416.4637673,25.21096992
23636,19 06 2018 02:50,348.6122131,5.253359795,400.7677492,24.98085976
23637,19 06 2018 03:00,425.184906,5.455954075,456.4180942,18.7496109
23638,19 06 2018 03:10,319.5342102,5.276677132,406.9919198,44.05599976
23639,19 06 2018 03:20,234.8721924,4.652582169,255.0135833,37.19863129
23640,19 06 2018 03:30,150.6069031,4.255190849,171.9015935,47.22822952
23641,19 06 2018 03:40,240.8421021,4.708315849,267.443222,42.05947113
23642,19 06 2018 03:50,244.7503052,4.913380146,315.0016313,42.49126816
23643,19 06 2018 04:00,189.6829987,4.615603924,246.8783168,43.67385101
23644,19 06 2018 04:10,207.6735992,4.733005047,273.015226,43.13954926
23645,19 06 2018 04:20,349.2284851,5.246338844,398.9026011,26.04011917
23646,19 06 2018 04:30,364.6907043,5.375609875,433.918373,36.18835831
23647,19 06 2018 04:40,202.019104,4.57234621,237.4719884,44.53850174
23648,19 06 2018 04:50,340.1463928,5.138157845,370.6798045,33.22245026
23649,19 06 2018 05:00,480.2659912,5.612854004,502.0579016,25.70157051
23650,19 06 2018 05:10,497.3883972,5.913813114,596.2958621,31.8468399
23651,19 06 2018 05:20,620.5366211,6.247876167,710.8523558,32.42111969
23652,19 06 2018 05:30,570.6068726,6.041839123,638.1937232,32.43947983
23653,19 06 2018 05:40,595.9780273,6.101231098,658.6725388,31.18329048
23654,19 06 2018 05:50,434.8904114,5.391629219,438.3585761,41.25078964
23655,19 06 2018 06:00,399.2421875,5.515867233,473.5759951,37.85218048
23656,19 06 2018 06:10,320.3739014,5.196833134,385.8679156,38.65129089
23657,19 06 2018 06:20,411.9728088,5.522996902,475.6397613,37.37031937
23658,19 06 2018 06:30,337.160614,5.180219173,381.5389131,33.16807175
23659,19 06 2018 06:40,495.4371948,5.79601717,558.3237642,35.84975815
23660,19 06 2018 06:50,446.8157043,5.574808121,490.7794548,36.14537048
23661,19 06 2018 07:00,492.677887,5.770365238,550.2432475,36.65385818
23662,19 06 2018 07:10,345.5646057,5.134058952,369.6292269,36.75767899
23663,19 06 2018 07:20,304.8312988,5.07652092,355.0231511,33.72253036
23664,19 06 2018 07:30,271.0816956,4.867337227,304.0650999,36.63196182
23665,19 06 2018 07:40,400.4755859,5.400100231,440.715726,30.64312935
23666,19 06 2018 07:50,253.3921967,4.825428009,294.2427709,33.75593948
23667,19 06 2018 08:00,274.4932861,4.933084965,319.7293526,25.18494987
23668,19 06 2018 08:10,378.490509,5.316792011,417.8081004,26.58972931
23669,19 06 2018 08:20,386.0087891,5.459746838,457.49455,39.79161072
23670,19 06 2018 08:30,382.596405,5.509912014,471.855792,38.37065125
23671,19 06 2018 08:40,410.6290894,5.304782867,414.55563,30.6071701
23672,19 06 2018 08:50,419.2314148,5.435126781,450.5301054,23.44823074
23673,19 06 2018 09:00,531.746521,5.983561039,619.4644388,20.21771049
23674,19 06 2018 09:10,588.6016846,6.036522865,636.3790153,23.99806023
23675,19 06 2018 09:20,671.7119751,6.311220169,734.1054962,25.35261917
23676,19 06 2018 09:30,756.1522217,6.586760044,840.3481799,24.07868004
23677,19 06 2018 09:40,684.5991821,6.457355976,789.4108646,21.30431938
23678,19 06 2018 09:50,742.1124268,6.536554813,820.3640767,18.95878029
23679,19 06 2018 10:00,686.0576782,6.378166199,759.1524137,16.89356041
23680,19 06 2018 10:10,1088.839966,7.47149086,1243.220773,12.79846001
23681,19 06 2018 10:20,929.7183838,7.09548378,1059.557588,13.74668026
23682,19 06 2018 10:30,1147.223999,7.437510014,1225.782306,18.77049065
23683,19 06 2018 10:40,898.4146118,6.883358002,964.3335588,8.945883751
23684,19 06 2018 10:50,710.1942749,6.464677811,792.2433115,10.24129009
23685,19 06 2018 11:00,765.1221924,6.564366817,831.3996098,9.665937424
23686,19 06 2018 11:10,505.2767029,5.718402863,534.0771837,7.202077866
23687,19 06 2018 11:20,809.1068726,6.555632114,827.9244236,8.971357346
23688,19 06 2018 11:30,1037.228027,7.275900841,1145.188637,7.185262203
23689,19 06 2018 11:40,1345.44397,8.067353249,1568.799863,9.588412285
23690,19 06 2018 11:50,1283.889038,7.789756775,1411.996431,11.48573017
